regulator,p_adj,n_overlap,overlap_genes
CCL3,3.820892943512975e-76,182,"ACE2,ACP5,ADAM8,AIM2,ANGPTL4,APOBEC3A,APOBEC3G,ATF3,B2M,BHLHE40,BIRC3,BLNK,BMP2,BST2,C1R,C1S,C3,CADM1,CALM3,CALML3,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEACAM1,CEBPD,CFB,CFH,CFLAR,CIITA,CLDN7,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,DEFB1,EDN1,ERAP1,GBP1,GBP2,GSDMD,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,ICAM1,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,JUNB,KLF4,KLF6,LAMP3,LGMN,LMO2,LY75,LY96,LYN,MAFB,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NFKBIA,NFKBIE,OAS1,OAS2,OAS3,OASL,OCLN,PANX1,PDCD1LG2,PDGFRA,PDPN,PLAUR,PMAIP1,PPP1R15A,PRDM1,PROCR,PSMB8,PSMB9,PSME1,PSME2,PTGS2,RAB27A,RELB,RIPK1,RIPK2,RSAD2,RTP4,S100A7,SAA1,SAA2,SAMHD1,SERPINB9,SERPING1,SLC15A3,SMAD7,SOCS1,SOD2,SORT1,SPHK1,STAT1,STAT2,STAT3,TAPBP,TGFA,TGM1,TICAM1,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,TRIM21,TRIM22,TYMP,UBA7,ULBP2,USP18,VEGFC,XAF1,ZC3H12A"
TNF,1.5042038348937378e-74,312,"ACE2,ACP5,ACSL5,ADAM8,AIM2,ALOX12,ANGPTL4,APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,APOL1,ATF3,B2M,B3GNT3,BAK1,BBOX1,BDKRB1,BHLHE40,BIRC3,BLNK,BMP2,BNIP3,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,C3,CA2,CADM1,CALCOCO2,CALM3,CALML3,CAPN3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEACAM1,CEACAM6,CEBPD,CFB,CFH,CFHR1,CFLAR,CIITA,CLCF1,CLDN7,CLEC2B,CLU,CPM,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,CYP27B1,CYP2J2,DDX60,DEFB1,DRAM1,DUSP10,EDN1,EDNRA,EFNB2,ELF4,ERAP1,ERAP2,ETV7,FAP,FLNB,FLOT2,FUT2,FZD5,GABARAPL1,GABBR1,GBP1,GBP2,GCH1,GCLM,GOLM1,GSDMB,GSDMD,GTPBP1,HBEGF,HDAC9,HERC6,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HRH1,HSD11B1,ICAM1,ID1,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,ITPKC,ITSN2,JAK2,JUNB,KLF4,KLF6,KLK10,KRT13,KRT19,KRT8,LAMP3,LGALS3BP,LGALS8,LGMN,LIMK1,LMO2,LY75,LY96,LYN,MAFB,MAP2,MAP3K8,MARCKSL1,MBP,MICB,MMP1,MMP10,MR1,MUC1,MVP,MX1,MX2,MYD88,MYO1B,NCF2,NDRG1,NEDD9,NEK7,NFE2L3,NFKBIA,NFKBIE,NINJ1,NNMT,NRG1,NUAK2,OAS1,OAS2,OAS3,OASL,OCLN,OPTN,PANX1,PCDH7,PDCD1LG2,PDGFRA,PDLIM4,PDPN,PHF11,PIM1,PLAGL2,PLAUR,PLD2,PLEKHF1,PLOD2,PLSCR1,PMAIP1,PML,PPP1R15A,PRDM1,PRKD2,PROCR,PROS1,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,RAB27A,RALA,RBCK1,RELB,RHBDF2,RHOB,RIPK1,RIPK2,RNF19B,RPS6KA4,RPS6KA5,RRAD,RSAD2,RTP4,S100A7,SAA1,SAA2,SAMD9,SAMHD1,SBNO2,SCNN1A,SERPINB1,SERPINB6,SERPINB9,SERPING1,SH3BP2,SLC15A3,SLC2A3,SLC2A6,SLC44A4,SMAD7,SMURF1,SOCS1,SOCS6,SOD2,SORT1,SP100,SP110,SPHK1,SPTLC2,STAP2,STAT1,STAT2,STAT3,STEAP4,STX4,SYNPO,TAP1,TAPBP,TCIRG1,TGFA,TGM1,TICAM1,TLR2,TLR3,TMC6,TNFAIP1,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TNIP2,TOP1,TP53BP2,TRADD,TRAFD1,TRIM17,TRIM21,TRIM22,TRIM38,TYMP,UBA7,UBD,UBE2L6,ULBP2,USP15,USP18,VAMP8,VEGFC,VLDLR,XAF1,ZC3H12A,ZC3HAV1"
CXCL1,6.002743197679863e-74,183,"ACE2,ACP5,ADAM8,ADCY7,AIM2,ANGPTL4,APOBEC3F,APOBEC3G,ATF3,B2M,BDKRB1,BHLHE40,BIRC3,BMP2,BST2,C1R,C1S,C3,CADM1,CALM3,CALML3,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEACAM1,CEACAM6,CEBPD,CFB,CFH,CFLAR,CIITA,CLCF1,CLDN7,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,DEFB1,EDN1,EFNB2,FAP,GBP1,GBP2,GPRC5A,GSDMD,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,ICAM1,ID1,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,JUNB,KLF4,KLF6,KRT19,KRT8,LAMP3,LY75,LY96,LYN,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NDRG1,NFKBIA,NFKBIE,NNMT,NRG1,OAS1,OAS2,OAS3,OASL,OCLN,PANX1,PDCD1LG2,PDGFRA,PDPN,PDZK1IP1,PLAUR,PLSCR1,PMAIP1,PPP1R15A,PRDM1,PROCR,PSMB8,PSMB9,PTGS2,RAB27A,RELB,RIPK1,RIPK2,RRAD,RSAD2,S100A7,SAA1,SAA2,SBNO2,SERPINB1,SERPING1,SLC2A3,SLC6A14,SMAD7,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,STEAP4,TGFA,TICAM1,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TNIP2,TNS1,TRADD,TYMP,UBD,VEGFC,ZC3H12A"
CXCL2,9.951897506986072e-74,156,"ACE2,ADAM8,AIM2,ANGPTL4,ATF3,B2M,BDKRB1,BIRC3,BMP2,BST2,C1R,C1S,C3,CADM1,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CEBPD,CFB,CFH,CFLAR,CIITA,CLCF1,CLDN7,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,DEFB1,DUSP10,EDN1,GBP1,GBP2,GCLM,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,HSD11B1,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,JUNB,KLF4,KLF6,KRT19,LAMP3,LY96,LYN,MAFB,MAP3K8,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NFKBIA,NFKBIE,NNMT,OAS1,OAS2,OAS3,OASL,OCLN,PANX1,PDCD1LG2,PDGFRA,PDPN,PLAUR,PMAIP1,PPP1R15A,PRDM1,PSMB8,PSMB9,PTGS2,RARRES1,RELB,RHOB,RIPK1,RIPK2,RRAD,RSAD2,S100A7,SAA1,SAA2,SERPING1,SLC2A3,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,STEAP4,TGFA,TICAM1,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFSF10,TNIP1,TRADD,UBD,VEGFC,ZC3H12A"
IL17A,2.978615081715054e-68,194,"ACE2,ACP5,AIM2,ALOX12,ANGPTL4,APOBEC3G,ATF3,B2M,BDKRB1,BHLHE40,BIRC3,BMP2,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,C3,CA2,CADM1,CALM3,CALML3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CEACAM6,CEBPD,CFB,CFH,CFLAR,CIITA,CLDN7,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,CYP27B1,DEFB1,EDN1,EDNRA,EFNB2,ERAP1,ERAP2,FAP,FUT2,GBP1,GBP2,GCLM,GSDMB,GSDMD,HBEGF,HDAC9,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,HRH1,HSD11B1,ICAM1,ID1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,JUNB,KLF4,KRT19,LAMP3,LGMN,LY75,LY96,LYN,MAFB,MAP3K8,MBP,MICB,MMP1,MMP10,MR1,MUC1,MX1,MX2,MYD88,NCF2,NFKBIA,NFKBIE,NRG1,OAS1,OAS2,OAS3,OASL,OCLN,PANX1,PDCD1LG2,PDGFRA,PDPN,PLAUR,PRDM1,PROCR,PSMB8,PSMB9,PTGS2,RAB27A,RELB,RIPK1,RIPK2,RNF114,RSAD2,S100A7,SAA1,SAA2,SERPINB1,SERPINB9,SERPING1,SLC2A3,SLC44A4,SMAD7,SMURF1,SOCS1,SOD2,SORT1,SPHK1,STAT1,STAT2,STAT3,STEAP4,SULT2B1,TCIRG1,TGFA,TGM1,TICAM1,TLR2,TLR3,TMC6,TNFAIP2,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,TRIM21,ULBP2,USP18,VEGFC,VLDLR,ZC3H12A"
IL10,4.945075759213223e-68,235,"ACE2,ACP5,ADAM8,AIM2,ALOX12,ANGPTL4,APOBEC3A,APOBEC3G,APOL1,ATF3,B2M,BAK1,BDKRB1,BHLHE40,BIRC3,BLNK,BMP2,BNIP3,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,C3,CA2,CADM1,CALM3,CALML3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CEACAM6,CEBPD,CFB,CFH,CFLAR,CIITA,CLCF1,CLDN7,CLEC2B,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,CYP27B1,CYP2J2,DEFB1,DSC2,DUSP10,EDN1,EDNRA,EFNB2,ERAP1,ERAP2,FAP,FUT2,GABARAPL1,GBP1,GBP2,GCLM,GSDMB,GSDMD,GTPBP1,HBEGF,HDAC9,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HRH1,HSD11B1,ICAM1,ID1,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,ITPKC,JAK2,JUNB,KLF4,KLF6,KRT19,KRT8,LAMP3,LGALS3BP,LGALS8,LGMN,LY75,LY96,LYN,MAFB,MAP2,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NEK7,NFKBIA,NFKBIE,NRG1,OAS1,OAS2,OAS3,OASL,OCLN,PANX1,PDCD1LG2,PDGFRA,PDLIM4,PDPN,PLAUR,PMAIP1,PRDM1,PROCR,PROS1,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,RAB27A,RALA,RELB,RIPK1,RIPK2,RPS6KA5,RRAD,RSAD2,RTP4,S100A7,SAA1,SAA2,SAMHD1,SBNO2,SERPINB1,SERPINB6,SERPINB9,SERPING1,SLC2A3,SLC44A4,SMAD7,SOCS1,SOCS6,SOD2,SORT1,SP100,SPHK1,STAP2,STAT1,STAT2,STAT3,TAP1,TAPBP,TGFA,TICAM1,TLR2,TLR3,TMC6,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TNIP2,TOP1,TRADD,TRIM21,TRIM22,TYMP,ULBP2,USP18,VEGFC,VLDLR,XAF1,ZC3H12A"
CCL20,1.2131800113340156e-67,165,"ACE2,ACP5,ADAM8,AIM2,ANGPTL4,ATF3,B2M,BDKRB1,BIRC3,BMP2,BST2,C1R,C1S,C3,CADM1,CALM3,CALML3,CASP1,CASP4,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEACAM1,CEACAM6,CEBPD,CFB,CFH,CFLAR,CLCF1,CLDN7,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,CYP27B1,DEFB1,DUSP10,EDN1,FERMT2,FUT2,GBP1,GBP2,HBEGF,HDAC9,HLA-A,HLA-B,HLA-C,HLA-DMB,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,JUNB,KLF4,KLF6,KRT13,KRT19,KRT8,LAMP3,LY75,LY96,LYN,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NFKBIA,NFKBIE,NMI,OAS1,OAS2,OAS3,OASL,OCLN,PANX1,PDCD1LG2,PDGFRA,PDPN,PLAUR,PLOD2,PPP1R15A,PRDM1,PSMB9,PTGS2,RELB,RHOB,RIPK1,RIPK2,RRAD,RSAD2,S100A7,SAA1,SAA2,SERPING1,SLC2A6,SMAD7,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,TAPBP,TGFA,TICAM1,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,UBD,USP18,VEGFC,XAF1,ZC3H12A"
CXCL16,6.252494190898394e-65,126,"ACE2,ACP5,ADAM8,ADAMTSL4,ANGPTL4,B2M,C1R,C1S,C3,CADM1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CFB,CFLAR,CIITA,CLDN7,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,FAP,GBP1,GBP2,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HLA-G,ICAM1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LY75,LY96,LYN,MAFB,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NFKBIA,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PDPN,PLAUR,PRDM1,PSMB8,PSMB9,PSME1,PTGS2,RELB,RHBDF2,RSAD2,SAA1,SAA2,SECTM1,SLC15A3,SOCS1,SOD2,STAT1,STAT2,STAT3,TAPBP,TGFA,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TYMP,UBD,VEGFC"
CSF2,1.9365377386850232e-64,184,"ACE2,ACP5,ADAM8,AIM2,ANGPTL4,APOBEC3G,ATF3,B2M,BHLHE40,BIRC3,BMP2,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,C3,CA2,CADM1,CALM3,CALML3,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CEBPD,CFB,CFH,CFLAR,CIITA,CLCF1,CLDN7,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,CYP27B1,DEFB1,EDN1,EDNRA,ELF4,ERAP1,FAP,GBP1,GBP2,GSDMD,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HLA-G,HRH1,ICAM1,ID1,IDO1,IFI16,IFI30,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,JUNB,KLF4,KRT19,KRT8,LAMP3,LGMN,LMO2,LY75,LY96,LYN,MAFB,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NFKBIA,NFKBIE,NRG1,OAS1,OAS2,OAS3,OASL,OCLN,PANX1,PDCD1LG2,PDGFRA,PDPN,PLAUR,PMAIP1,PRDM1,PROCR,PROS1,PSMB10,PSMB8,PSMB9,PTGS2,RAB27A,RELB,RIPK1,RIPK2,RRAD,RSAD2,S100A7,SAA1,SAA2,SAMHD1,SERPINB1,SERPINB6,SERPINB9,SERPING1,SLC44A4,SMAD7,SOCS1,SOCS6,SOD2,SPHK1,STAT1,STAT2,STAT3,TAPBP,TGFA,TICAM1,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,TRIM21,TYMP,ULBP2,USP18,VEGFC,ZC3H12A"
CXCL3,8.1799528733526e-63,114,"ACE2,ADAM8,ANGPTL4,ATF3,B2M,BIRC3,BMP2,BST2,C1S,C3,CADM1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CEBPD,CFB,CLCF1,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,EDN1,GBP1,GBP2,HBEGF,HLA-C,HLA-DMA,HLA-DMB,HLA-DRA,ICAM1,ID1,IDO1,IFI27,IFI30,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,JUNB,KLF4,LAMP3,LY96,MAP3K8,MICB,MMP1,MMP10,MX1,MX2,MYD88,NFKBIA,NFKBIE,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDPN,PLAUR,PMAIP1,PPP1R15A,PSMB8,PSMB9,PTGS2,RELB,RIPK2,RSAD2,S100A7,SAA1,SAA2,SLC2A6,SOCS1,SOD2,STAT1,STAT2,STAT3,TICAM1,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFSF10,TNIP1,TNIP2,VEGFC,XAF1,ZC3H12A"
IL4,4.023050922640259e-62,203,"ACE2,ACP5,ADAM8,AIM2,ALOX12,ANGPTL4,APOBEC3A,APOBEC3G,ATF3,ATP6V1B2,B2M,BHLHE40,BIRC3,BLNK,BMP2,BNIP3,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1GALT1C1,C1R,C1S,C3,CA2,CADM1,CALM3,CALML3,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CEBPD,CFB,CFH,CFLAR,CIITA,CLCF1,CLDN7,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,CYP27B1,DEFB1,EDN1,EDNRA,ERAP1,FAP,FUT2,GBP1,GBP2,GSDMB,GSDMD,GTPBP1,HBEGF,HDAC9,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,HRH1,HSD11B1,ICAM1,IDO1,IFI16,IFI27,IFI30,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,JUNB,KLF4,KLF6,KRT19,KRT8,LAMP3,LGMN,LY75,LY96,LYN,MAFB,MAP2,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NFKBIA,NFKBIE,NRG1,OAS1,OAS2,OAS3,OASL,OCLN,PANX1,PDCD1LG2,PDGFRA,PDLIM4,PDPN,PHF11,PLAUR,PLEKHF1,PMAIP1,PRDM1,PROCR,PROS1,PSMB10,PSMB8,PSMB9,PTGS2,RAB27A,RELB,RIPK1,RIPK2,RRAD,RSAD2,S100A7,SAA1,SAA2,SAMHD1,SERPINB1,SERPINB6,SERPINB9,SERPING1,SLC2A3,SLC44A4,SMAD7,SOCS1,SOCS6,SOD2,SPHK1,SPTLC2,STAT1,STAT2,STAT3,TAPBP,TCIRG1,TGFA,TGM1,TICAM1,TLR2,TLR3,TMC6,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,TRIM21,TYMP,ULBP2,USP18,VEGFC,ZC3H12A"
CSF1,9.10297568855234e-62,170,"ACE2,ACP5,ADAM8,AIM2,ANGPTL4,APOBEC3G,ATF3,B2M,BHLHE40,BIRC3,BLNK,BMP2,BST2,C15orf39,C1R,C1S,C3,CA2,CADM1,CALM3,CALML3,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEBPD,CFB,CFLAR,CIITA,CLCF1,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,EDN1,EFNB2,FAP,GBP1,GBP2,GSDMD,HBEGF,HDAC9,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,HRH1,ICAM1,IDO1,IFI16,IFI35,IFI44,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,JUNB,KLF4,KLF6,KRT19,KRT8,LAMP3,LGMN,LY75,LY96,LYN,MAFB,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NDRG1,NFKBIA,NFKBIE,NRG1,OAS1,OAS2,OAS3,OASL,OCLN,OPTN,PANX1,PDCD1LG2,PDGFRA,PDPN,PLAUR,PLD2,PML,PRDM1,PROS1,PSMB8,PSMB9,PSME1,PTGS2,RELB,RHBDF2,RHOB,RIPK1,RIPK2,RPS6KA5,RSAD2,SAA1,SAA2,SAMHD1,SERPING1,SH3BP2,SMAD7,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,TAP1,TAPBP,TCIRG1,TGFA,TGM1,TICAM1,TLR2,TLR3,TMC6,TNFAIP2,TNFAIP3,TNFRSF14,TNFSF10,TRADD,TYMP,USP18,VEGFC,ZC3H12A"
IFNA2,3.857307252258323e-61,126,"ACE2,AIM2,APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,APOL1,B2M,BIRC3,BST2,C1S,C3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CFH,CFLAR,CIITA,CLDN7,CREM,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DDX60,DEFB1,EDN1,GBP1,GBP2,HERC6,HLA-A,HLA-B,HLA-C,HLA-DQB1,HLA-DRB1,HLA-E,HLA-G,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,LY96,LYN,MBP,MMP1,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,OCLN,PARP12,PDCD1LG2,PDGFRA,PDPN,PLSCR1,PRDM1,PSMB8,PSMB9,PTGS2,RELB,RIPK1,RRAD,RSAD2,RTP4,SAA1,SAA2,SAMHD1,SERPING1,SOCS1,SP100,STAT1,STAT2,STAT3,TAPBP,TGFA,TICAM1,TLR2,TLR3,TNFAIP3,TNFRSF25,TNFSF10,TRIM21,TRIM22,UBA7,UBE2L6,USP18,VEGFC,XAF1,ZC3HAV1"
