regulator,p_adj,n_overlap,overlap_genes
IL2,3.981069789377789e-58,225,"ACE2,ACP5,ADCY7,AIM2,APOBEC3A,APOBEC3F,APOBEC3G,ATF3,ATP6V1B2,B2M,BHLHE40,BIRC3,BLNK,BMP2,BNIP3,BPGM,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,C3,CA2,CADM1,CALM3,CALML3,CASP1,CASP10,CASP4,CASP7,CBR3,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CEACAM6,CFB,CFH,CFLAR,CIITA,CLDN7,CLEC2B,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,CYP27B1,CYP2J2,DEFB1,DNPEP,DPYD,EDN1,EDNRA,ERAP1,ERAP2,FAP,FKBP1B,FUT2,GABARAPL1,GBP1,GBP2,GCH1,GCLM,GLDC,GOLM1,GSDMB,GSDMD,GTPBP1,HBEGF,HDAC9,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HRH1,HSD11B1,ICAM1,IDO1,IFI16,IFI27,IFI30,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,ITPKC,JAK2,JUNB,KLF4,KLF6,KRT19,KRT8,LAMP3,LAP3,LGALS3BP,LGALS8,LGMN,LMO2,LY75,LY96,LYN,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NAGK,NCF2,NFKBIA,NFKBIE,NMI,NRG1,OAS1,OAS2,OAS3,OASL,OCLN,PANX1,PARP8,PDCD1LG2,PDGFRA,PDLIM4,PDPN,PLAUR,PMAIP1,PRDM1,PRKD2,PROCR,PSMB10,PSMB8,PSMB9,PTGS2,PUS3,QPCT,RAB27A,RELB,RHOB,RIPK1,RIPK2,RRAD,RSAD2,S100A7,SAA1,SAA2,SAMHD1,SERPINB1,SERPINB6,SERPINB9,SERPING1,SLC2A3,SLC44A4,SMAD7,SOCS1,SOCS6,SOD2,SPHK1,SPTLC2,STAT1,STAT2,STAT3,TAP1,TAPBP,TGFA,TICAM1,TLR2,TLR3,TMC6,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,TRIM21,TRIM22,TYMP,UBD,UBE2L6,ULBP2,USP18,VEGFC,ZC3H12A"
IL32,1.2631295357321576e-57,105,"ACE2,APOBEC3G,APOL6,ATF3,B2M,BIRC3,BMP2,C3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFB,CFLAR,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,GBP1,GBP2,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HLA-G,ICAM1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IRF1,IRF7,ISG15,ISG20,JAK2,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NFKBIA,NNMT,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PLAUR,PRDM1,PSMB8,PSMB9,PTGS2,RELB,RIPK2,S100A7,SAA1,SAA2,SOCS1,SOD2,STAT1,STAT2,STAT3,STX12,TAPBP,TGFA,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRIM22,UBD,VEGFC"
IL13,1.4916051457818717e-56,163,"ACE2,ACP5,ADAM8,AIM2,ALOX12,ANGPTL4,ATF3,B2M,BAK1,BHLHE40,BIRC3,BMP2,BST2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,C3,CA2,CADM1,CALM3,CALML3,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEBPD,CFH,CFLAR,CIITA,CLCA2,CLCF1,CLDN7,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,CYP27B1,DEFB1,EDN1,EDNRA,ERAP1,FAP,FUT2,GBP1,GSDMB,GSDMD,HBEGF,HDAC9,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,HRH1,HSD11B1,ICAM1,IDO1,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,JAK2,JUNB,KLF4,KLF6,KRT19,LAMP3,LGMN,LY75,LY96,LYN,MAFB,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MYD88,NFKBIA,OAS1,OAS2,OCLN,PANX1,PDCD1LG2,PDGFRA,PDPN,PHF11,PLAUR,PRDM1,PROS1,PSMB9,PTGS2,RELB,RIPK1,RIPK2,RNF114,RSAD2,S100A7,SAA1,SAA2,SERPINB1,SERPINB6,SERPINB9,SERPING1,SMAD7,SOCS1,SOCS6,SOD2,SPHK1,STAT1,STAT2,STAT3,TGFA,TGM1,TICAM1,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,TRIM21,VEGFC,ZC3H12A"
CD40LG,1.7163588708771565e-56,155,"ACE2,ADAM8,AIM2,APOBEC3G,B2M,BACH1,BIRC3,BLNK,BMP2,BST2,BTN2A2,BTN3A1,BTN3A2,C1R,C3,CA2,CADM1,CALM3,CALML3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CFH,CFLAR,CIITA,CLEC2B,CREM,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP27B1,EDN1,ERAP1,FLOT2,GBP1,GBP2,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,ICAM1,IDO1,IFI16,IFI30,IFI44,IFI44L,IFIH1,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,ITPKC,JAK2,KLF4,LAMP3,LGMN,LY75,LY96,LYN,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MYD88,NCF2,NFKBIA,NFKBIE,OAS1,OAS2,OASL,PDCD1LG2,PDGFRA,PDPN,PLAUR,PMAIP1,PRDM1,PROCR,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,RAB27A,RBCK1,RELB,RIPK1,RIPK2,RRAD,RSAD2,SAA1,SAA2,SAMHD1,SERPINB9,SERPING1,SLC44A4,SMAD7,SOCS1,SORT1,STAT1,STAT2,STAT3,TAPBP,TGFA,TICAM1,TLR2,TLR3,TNC,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,TRIM21,ULBP2,VEGFC"
CXCL13,1.9624411308163237e-55,132,"ACE2,ACP5,ADCY7,AIM2,APOBEC3A,APOBEC3G,ATF3,B2M,BHLHE40,BIRC3,BLNK,BNIP3,BST2,C1R,C1S,C3,CADM1,CASP1,CASP7,CBR3,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CFB,CIITA,CLU,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,FAP,GBP1,GBP2,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,HSD17B2,ICAM1,IDO1,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,LAMP3,LY75,LY96,LYN,MBP,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PMAIP1,PRDM1,PSMB8,PSMB9,PTGS2,RELB,RSAD2,RTP4,S100A7,SAA1,SAA2,SERPING1,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,TGFA,TICAM1,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRIM21,UBD,USP18,VEGFC,ZC3H12A"
TGFB1,2.0074845321774718e-55,233,"ACE2,ACP5,ADAM8,ADAMTSL4,AIM2,ALOX12,ANGPTL4,APOL1,ATF3,B2M,BAK1,BDKRB1,BHLHE40,BIRC3,BMP2,BNIP3,BST2,C1R,C1S,C3,CA2,CADM1,CALM3,CALML3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEACAM1,CEACAM6,CEBPD,CFB,CFH,CFLAR,CIITA,CLCF1,CLDN7,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,CYP27B1,CYP2J2,DEFB1,DSC2,DUSP10,EDN1,EDNRA,EFNB2,ELF4,FAP,FERMT2,FKBP1B,FLNB,FZD5,GABARAPL1,GBP1,GBP2,GCLM,GOLM1,GSDMB,GSDMD,HBEGF,HDAC9,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HLA-G,HSD11B1,ICAM1,ID1,IDO1,IFI16,IFI27,IFI30,IFI44,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,JUNB,KLF4,KLF6,KRT13,KRT19,KRT8,LAMP3,LGALS3BP,LGMN,LIMK1,LMO2,LY75,LY96,LYN,MAFB,MAP2,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NDRG1,NEDD9,NFKBIA,NFKBIE,NNMT,NRG1,OAS1,OAS2,OAS3,OASL,OCLN,PANX1,PARD3,PDCD1LG2,PDGFRA,PDPN,PLAUR,PLD2,PLOD2,PMAIP1,PML,PPP1R15A,PRDM1,PRKD2,PROCR,PROS1,PSMB10,PSMB8,PSMB9,PTGS2,QKI,RAB27A,RALA,RELB,RHBDF2,RHOB,RIPK1,RIPK2,RPS6KA4,RPS6KA5,RRAD,S100A7,SAA1,SAA2,SBNO2,SERPINB1,SERPINB9,SERPING1,SLC2A3,SMAD7,SMURF1,SOCS1,SOD2,SPHK1,STAP2,STAT1,STAT2,STAT3,SYNPO,TAP1,TAPBP,TCIRG1,TGFA,TGM1,TICAM1,TLR2,TLR3,TMC6,TNC,TNFAIP2,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TNS1,TOP1,TP53BP2,TRADD,TRIM21,TSC22D2,TYMP,ULBP2,USP15,VEGFC,VLDLR,XAF1,ZC3H12A"
CXCL6,1.814380934051755e-52,101,"ACE2,ANGPTL4,APOL1,B2M,BIRC3,BMP2,BST2,C1R,C1S,C3,CADM1,CASP1,CASP4,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CDCP1,CEACAM1,CFB,CLCF1,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,DSC2,EDN1,HBEGF,HLA-DMA,HLA-DRA,ICAM1,IDO1,IFI27,IFI44,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL10RB,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LY96,MAP3K8,MICB,MMP1,MMP10,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDPN,PLAUR,PSMB8,PTGS2,RARRES1,RELB,RIPK2,S100A7,SAA1,SAA2,SERPING1,SNX16,SOCS1,SOD2,STAT1,STAT2,STAT3,STEAP4,TGFA,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFSF10,TRAFD1,TRIM22,VEGFC,ZC3H12A"
CXCL5,2.735023787316476e-52,124,"ACE2,ACP5,ADAM8,AIM2,ANGPTL4,ATF3,B2M,BDKRB1,BIRC3,BMP2,BST2,C1R,C1S,C3,CADM1,CASP1,CASP4,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEACAM1,CEBPD,CFB,CFHR1,CFLAR,CLU,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,DEFB1,EDN1,FAP,GBP1,GBP2,GSDMB,HBEGF,HLA-DMB,HLA-DQB1,HLA-DRA,HLA-DRB1,ICAM1,IDO1,IFI27,IFI44,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,KRT19,LAMP3,LY96,LYN,MAP3K8,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NFKBIA,NFKBIE,OAS1,OAS2,OAS3,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PLAUR,PSMB8,PTGS2,RELB,RIPK2,RSAD2,S100A7,SAA1,SAA2,SERPING1,SLFN12,SMAD7,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFRSF14,TNFSF10,TNIP1,TRADD,VEGFC,XAF1,ZC3H12A"
CCL19,2.996351846307851e-52,126,"AIM2,B2M,BIRC3,BLNK,BST2,C1R,C1S,C3,CADM1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEACAM1,CFB,CIITA,CLIP1,CLU,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DDX60,DEFB1,EDN1,EDNRA,FAP,GBP1,GBP2,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,ICAM1,IDO1,IFI27,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,LAMP3,LY75,LY96,LYN,MAFB,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PDPN,PLAUR,PRDM1,PSMB10,PSMB8,PSMB9,PSME2,PTGS2,RARRES1,RELB,RSAD2,RTP4,S100A7,SAA1,SAA2,SAMHD1,SOCS1,SPHK1,STAT1,STAT2,STAT3,TAPBP,TAPBPL,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRIM21,UBD,VEGFC"
IFNA17,2.854855717022874e-50,107,"ACE2,AIM2,APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,B2M,BIRC3,BST2,C3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CFLAR,CLDN7,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DDX60,EDN1,GBP1,HLA-A,HLA-B,HLA-C,HLA-DQB1,HLA-DRB1,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,LY96,LYN,MBP,MMP1,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PLSCR1,PRDM1,PSMB8,PSMB9,PTGS2,RRAD,RSAD2,SAMHD1,SERPINB9,SOCS1,SP100,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF25,TNFSF10,TRIM21,TRIM22,UBE2L6,USP18,VEGFC,XAF1,ZC3HAV1"
CSF3,2.403258833875503e-48,152,"ACE2,ACP5,ADAM8,AIM2,ANGPTL4,ATF3,B2M,BAK1,BIRC3,BMP2,C1R,C1S,C3,CADM1,CALM3,CALML3,CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CEACAM6,CEBPD,CFB,CFLAR,CLCF1,CLDN7,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,DPYD,EDN1,EFNB2,FAP,GBP1,GSDMD,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DQB1,HLA-DRB1,HLA-E,HLA-G,ICAM1,IDO1,IFI44,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,KLF4,KRT13,KRT19,LMO2,LY75,LY96,LYN,MAFB,MAP2,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MYD88,NCF2,NFKBIA,NFKBIE,OAS1,OAS2,OAS3,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PLAUR,PMAIP1,PML,PRDM1,PROCR,PSMB10,PSMB8,PSMB9,PTGS2,RAB27A,RELB,RIPK1,RIPK2,RRAD,RSAD2,S100A7,SAA1,SAA2,SAMD9,SERPINB1,SERPING1,SMAD7,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,TGFA,TICAM1,TINF2,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFRSF25,TNFSF10,TNIP1,TRADD,TYMP,UBA7,UBD,USP18,VEGFC,ZC3H12A"
CCL7,3.120308386265779e-48,98,"ACE2,AIM2,ATF3,B2M,C3,CADM1,CASP1,CCL2,CCL5,CCL8,CD40,CD47,CD74,CDCP1,CIITA,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,EDN1,GBP1,GBP2,HBEGF,HLA-C,HLA-DMA,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,ICAM1,IDO1,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,LY75,LY96,MMP1,MMP10,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDPN,PLAUR,PSMB8,PSME1,PSME2,PTGS2,QPCT,RELB,RIPK2,RSAD2,RTP4,S100A7,SAA1,SAA2,SOCS1,SOD2,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFRSF14,TNFSF10,VEGFC,ZC3H12A"
CXCL12,7.006955831267926e-48,181,"ACE2,ACP5,AIM2,ANGPTL4,APOBEC3G,ATF3,B2M,BAK1,BIRC3,BLNK,BMP2,BNIP3,BST2,C1R,C1S,C3,CADM1,CALM3,CALML3,CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CEBPD,CFB,CFH,CFLAR,CIITA,CLDN7,CLU,CPM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,DEFB1,EDN1,EDNRA,EFNB2,FAP,FZD5,GBP1,GBP2,GLDC,GOLM1,HBEGF,HDAC9,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,ICAM1,ID1,IDO1,IFI27,IFI35,IFI44,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,KLF4,KRT19,KRT8,LAMP3,LGMN,LIMK1,LMO2,LY75,LY96,LYN,MAFB,MAP2,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MXRA5,MYD88,NCF2,NDRG1,NEDD9,NFKBIA,NINJ1,NNMT,NRG1,OAS1,OAS2,OASL,OCLN,PANX1,PDCD1LG2,PDGFRA,PDPN,PIM1,PLAUR,PLD2,PLOD2,PLSCR4,PMAIP1,PRDM1,PROCR,PSMB8,PSMB9,PTGS2,RAB27A,RALA,RELB,RHOB,RIPK1,RIPK2,RRAD,RSAD2,S100A7,SAA1,SAA2,SCNN1A,SERPINB1,SERPINB9,SERPING1,SLC2A3,SMAD7,SOCS1,SOD2,SORT1,SPHK1,SSPN,STAT1,STAT2,STAT3,TAPBP,TGFA,TGM1,TICAM1,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNS1,TYMP,UBD,VEGFC,VLDLR"
CX3CL1,1.5137405991859868e-47,130,"ACE2,ACP5,ADAM8,AIM2,ANGPTL4,ATF3,B2M,BIRC3,BMP2,C15orf39,C1GALT1C1,C1R,C1S,C3,CADM1,CALML3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CFB,CFH,CFLAR,CIITA,CLCF1,CLDN7,CLU,CTSB,CTSS,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,EDNRA,EFNB2,GBP2,HBEGF,HLA-A,HLA-B,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,ICAM1,IDO1,IFI35,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LIMK1,LY96,LYN,MAFB,MAP2,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NFKBIA,NFKBIE,NRG1,OAS2,OAS3,OASL,OCLN,PANX1,PDCD1LG2,PDGFRA,PDPN,PLAUR,PPP1R15A,PROCR,PROS1,PSMB9,PTGS2,RELB,RHBDF2,RIPK1,RIPK2,RRAD,RSAD2,SAA1,SAA2,SERPING1,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,TAPBP,TGFA,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFRSF14,TNFSF10,UBD,VEGFC"
IFNL3,1.5953696811692476e-47,78,"ACE2,AIM2,APOBEC3G,APOL1,BST2,C3,CASP1,CCL2,CCL5,CD40,CLDN7,CXCL10,CXCL11,CXCL2,CXCL9,CYP27B1,DDX60,DPYD,FUT2,GBP1,HERC6,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DQB1,HLA-DRB1,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL1B,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,LGALS3BP,LY96,MX1,MX2,MYD88,OAS1,OAS2,OAS3,OASL,OCLN,PDGFRA,RSAD2,SAMHD1,SOCS1,STAT1,STAT2,STAT3,TAPBP,TICAM1,TLR2,TLR3,TNFSF10,TRIM22,USP18,ZC3H12A"
LTB,1.7101718776406598e-47,110,"ADAM8,AIM2,APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,APOL3,ARHGAP25,B2M,BIRC3,BLNK,CADM1,CASP1,CCL2,CCL5,CCL8,CD40,CD74,CFB,CFLAR,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,GBP2,HBEGF,HEG1,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,ICAM1,IDO1,IFI16,IFI30,IFIH1,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,LAMP3,LY75,LY96,LYN,MBP,MX1,MYD88,NCF2,NFKBIA,NFKBIE,NUAK2,OAS1,PDCD1LG2,PDPN,PDZD2,PRDM1,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,RELB,RIPK1,SAA1,SAA2,SLC15A3,SOCS1,SP110,STAT1,STAT2,STAT3,TAP1,TAPBP,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,TRIM21,TRIM22,UBD,VEGFC"
IL7,2.566630898720627e-47,132,"ACE2,ACP5,AIM2,ANGPTL4,APOBEC3G,ATF3,B2M,BIRC3,BLNK,BMP2,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,C3,CADM1,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CFH,CFLAR,CIITA,CLCF1,CREM,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,ELF4,GBP1,GSDMD,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,ICAM1,IDO1,IFI16,IFI44,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,KLF4,KRT8,LAMP3,LGALS3BP,LMO2,LY75,LY96,LYN,MBP,MICB,MMP1,MMP10,MR1,MUC1,MX1,MYD88,NFKBIA,OAS1,OAS2,OCLN,PDCD1LG2,PDGFRA,PDPN,PMAIP1,PRDM1,PROCR,PSMB8,PSMB9,PTGS2,QKI,RELB,RIPK1,RIPK2,RSAD2,SAA1,SAA2,SAMHD1,SMAD7,SOCS1,STAT1,STAT2,STAT3,TAPBP,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRIM21,ULBP2,VEGFC"
