regulator,p_adj,n_overlap,overlap_genes
TNFSF9,7.83663515712275e-22,39,"BTN3A1,CCL2,CCL5,CCL7,CD40,CD74,CEACAM1,CLU,CX3CL1,CXCL10,CXCL11,CXCL9,FAP,HLA-A,HLA-C,HLA-DPA1,HLA-DRA,HLA-E,HLA-G,IDO1,IFI35,IFI44,IFIH1,IFIT2,IFIT3,IL15,IL15RA,IRF1,IRF7,ISG15,ISG20,LY75,MX1,OASL,PDCD1LG2,STAT1,TLR2,TLR3,TNFRSF14"
IL12B,1.8543208194322535e-20,34,"CCL2,CCL5,CCL7,CCL8,CD40,CFB,CX3CL1,CXCL10,CXCL11,CXCL9,ERAP1,ERAP2,HLA-A,HLA-C,HLA-DRB1,IDO1,IFIH1,IL12RB2,IL15,IL22RA1,IRF1,IRF7,JAK2,LY75,LY96,PDGFRA,RIPK2,RSAD2,SBNO2,SP100,SP110,STAT1,TLR2,TLR3"
IL36G,1.0234173605133173e-19,36,"CASP1,CASP4,CBR3,CCL2,CCL5,CCL7,CCL8,CD40,CTSS,CXCL10,CXCL11,CXCL9,GSDMD,HLA-C,IDO1,IFI27,IFIH1,IFIT3,IFITM1,IL15,IL22RA1,IL32,IRF1,ISG15,LAMP3,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,RSAD2,STAT1,TLR2,TLR3"
FLT3LG,1.1327681478559725e-19,83,"AIM2,APOBEC3A,APOBEC3F,APOBEC3G,BLNK,BPGM,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,CARHSP1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,DDX60,ERAP1,ERAP2,HLA-A,HLA-DMA,HLA-DMB,HLA-DQB1,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,IDO1,IFI27,IFI35,IFI44L,IFIH1,IFIT2,IL12RB2,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LMO2,LY75,LY96,MX1,NACAD,OAS1,OAS2,OASL,PARP8,PDCD1LG2,PDGFRA,PLA2G3,PML,RHOF,SAMHD1,SP100,SP110,SP140L,STAT1,STAT2,TAP1,TLR2,TLR3,TNFRSF14,TRIM21,TRIM22,UBA7,UBD,UBE2L6"
IL17F,2.938764893294367e-19,43,"ACE2,ACP5,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CIITA,CREM,CX3CL1,CXCL10,CXCL11,CXCL9,ERAP1,HLA-C,HLA-DQB1,HLA-DRB1,HLA-G,IDO1,IFIH1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,LY96,MX1,OASL,PDCD1LG2,RIPK2,RSAD2,RTP4,STAT1,STAT2,TLR2,TLR3,TNFRSF14"
TIMP1,1.2412622118872628e-18,63,"ACE2,ACP5,ATF3,BST2,C1R,C1S,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFB,CFH,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,EDNRA,FAP,GBP1,GBP2,HLA-A,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,IDO1,IFI30,IFITM1,IL15,IL32,IRF1,IRF7,ISG15,JAK2,KLF4,LGMN,LY96,MX1,NNMT,NRG1,PDCD1LG2,PDGFRA,PLOD2,PSMB8,RAB27A,SERPING1,SLC2A3,STAT1,STEAP4,TLR2,TLR3"
IL34,1.8693407701749095e-18,38,"ACP5,C1R,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CIITA,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,ERAP1,FAP,GSDMD,HLA-DRB1,HLA-DRB5,IDO1,IFIH1,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,JAK2,KLF4,LY75,OAS2,PDCD1LG2,PDGFRA,STAT1,TLR2,TLR3"
TNFSF15,3.624396925279139e-18,41,"ATF3,CASP1,CASP10,CCL2,CCL5,CCL7,CCL8,CD40,CFB,CIITA,CX3CL1,CXCL10,CXCL11,CXCL9,ERAP1,ERAP2,GSDMB,HLA-C,HLA-DQB1,HLA-DRA,HLA-DRB1,IDO1,IFIH1,IFIT2,IFIT3,IL12RB2,IL15,IL15RA,IL22RA1,IRF1,ISG15,JAK2,MX1,MX2,PDCD1LG2,RIPK2,STAT1,STAT2,TLR2,TLR3,TNFRSF14"
IL24,5.500732654982498e-18,38,"ATF3,CASP1,CASP4,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CLU,CX3CL1,CXCL10,CXCL11,CXCL9,FAP,IDO1,IFI44,IFIH1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,MX1,OAS1,OASL,PDCD1LG2,PDGFRA,STAT1,STAT2,TLR2,TLR3,TNFRSF14,XAF1"
TNFSF12,4.274807524729203e-17,40,"CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GBP2,HLA-A,HLA-C,HLA-DMA,HLA-DRB1,IDO1,IFI27,IFIH1,IL15,IL32,IRF1,IRF7,JAK2,KLF4,LY96,MX1,OAS2,PDCD1LG2,PSMB10,PSMB8,RIPK2,STAT1,TLR2,TLR3,TNFRSF14"
CCL23,7.136333413364731e-17,34,"C1S,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFB,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GBP2,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,IDO1,IFI44L,IFIT2,IL15,IL15RA,IL32,IRF1,IRF7,MX1,OAS2,RTP4,STAT1,TLR2,TLR3,TNFRSF14"
XCL2,8.060300104889698e-17,35,"CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CIITA,CLEC2B,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,IDO1,IFI44L,IFITM1,IL15,IL15RA,IL32,ISG15,MX1,TLR2,TLR3,UBD"
TSLP,1.8498153974849482e-16,41,"AIM2,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,EDNRA,GSDMB,HLA-DQB1,HLA-DRB1,HLA-G,IDO1,IFIH1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,JAK2,KLF4,LAMP3,LMO2,LY75,LY96,MX1,PDCD1LG2,PDGFRA,RIPK2,STAT1,STAT2,TLR2,TLR3,TNFRSF14"
CCL24,1.525120269085486e-15,33,"CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-DRB1,HLA-G,IDO1,IFI44,IL12RB2,IL15,IL15RA,IRF1,IRF7,ISG15,ISG20,JAK2,LAMP3,MX1,MX2,PDCD1LG2,PDGFRA,STAT1,TLR2,TLR3,TNFRSF14"
IL23A,2.0344352736000307e-15,31,"CASP1,CCL2,CCL5,CCL7,CD40,CX3CL1,CXCL10,CXCL11,CXCL9,ERAP1,IDO1,IFIH1,IL12RB2,IL15,IL15RA,IL22RA1,IRF1,IRF7,JAK2,LAMP3,LY75,MTMR11,MX1,PDGFRA,RIPK2,SBNO2,STAT1,STAT2,TLR2,TLR3,TRIM21"
TNFSF11,4.581952104963231e-15,57,"ACE2,ACP5,AIM2,ATF3,BLNK,C1S,CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CIITA,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,ERAP1,FAP,HLA-DRB1,HSD11B1,IDO1,IFIH1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,KLF4,LY75,LY96,MARCKSL1,MX1,NRG1,PDCD1LG2,PDGFRA,PLOD2,PSMB10,PSMB8,RAB27A,RIPK2,SH3BP2,STAT1,STAT2,STEAP4,TLR2,TLR3,TNFRSF14,UBD"
CXCL14,4.582102653599658e-15,40,"BLNK,C1R,C1S,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,FAP,HLA-DRA,HSD11B1,IDO1,IFI27,IFITM1,IL15,IL22RA1,IL32,IRF1,IRF7,JAK2,MX1,MXRA5,NNMT,PDCD1LG2,PDGFRA,PLXDC1,RARRES1,RSAD2,SERPING1,STAT1,TLR2,TLR3"
IL11,5.256068706019324e-15,44,"ACP5,ATF3,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,EDNRA,FAP,GSDMB,HLA-G,IDO1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,KLF4,LMO2,MX1,MX2,NRG1,PDCD1LG2,PDGFRA,PLSCR4,STAT1,STAT2,TLR2,TLR3,TNFRSF14"
PF4,7.032922500296308e-15,42,"ACE2,APOBEC3A,APOBEC3G,C1R,C1S,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFB,CFH,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,FAP,HLA-DRA,HLA-DRB1,IDO1,IFIT3,IL12RB2,IL15,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LMO2,LY96,MX1,PDGFRA,SERPING1,STAT1,TLR2,TLR3,TRIM21"
SPP1,2.3376718022475693e-14,61,"ACE2,ACP5,ATF3,BLNK,BTN2A2,BTN3A3,C1R,C1S,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,EDNRA,FAP,GOLM1,GSDMD,HLA-G,HSD11B1,HSD17B2,IDO1,IFITM1,IL15,IL32,IRF1,IRF7,ISG15,JAK2,KLF4,LAP3,LGMN,LY96,MX1,MXRA5,NNMT,NRG1,PDCD1LG2,PDGFRA,PLOD2,PML,RARRES1,SERPING1,SLC2A3,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TNS1"
IL27,2.9385077809430344e-14,33,"ACSL5,BBOX1,CBR3,CCL2,CCL5,CCL8,CD40,CXCL10,CXCL11,CXCL9,HSD11B1,IDO1,IFI35,IFIH1,IFIT2,IFIT3,IFIT5,IL12RB2,IL15,IL15RA,IL32,IRF1,IRF7,JAK2,MX1,OAS2,OASL,PDCD1LG2,SLC15A3,STAT1,STAT2,TLR2,TLR3"
IL3,5.3395584503918513e-14,48,"ACE2,ACP5,APOL6,ATF3,BLNK,BST2,CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-A,HLA-DRB1,HLA-E,HLA-G,IDO1,IFIH1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,KLF4,LMO2,LY75,LY96,MX1,NRG1,PDCD1LG2,PDGFRA,SLC44A4,STAT1,STAT2,TLR2,TLR3"
CCL1,5.6077752859120745e-14,30,"ATF3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CX3CL1,CXCL10,CXCL11,CXCL9,IDO1,IFIT2,IFITM1,IL12RB2,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,JAK2,MX1,OAS2,PDCD1LG2,RIPK2,STAT1,TLR2,TLR3"
IL37,1.1369574637489665e-13,29,"ACE2,AIM2,BTN3A3,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GSDMD,IDO1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,JAK2,LY96,PDCD1LG2,STAT1,TLR2,TLR3"
IL19,2.985077425009441e-13,27,"CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CFB,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-C,IDO1,IFIH1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,JAK2,MX1,PDGFRA,STAT1,STAT2,TLR2,TLR3"
NAMPT,3.513991069893948e-13,53,"ACE2,ACP5,ACSL5,ATF3,CASP1,CASP4,CCL2,CCL5,CD40,CD74,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL9,DDX60,GABARAPL1,GBP1,GBP2,HSD11B1,IDO1,IFI30,IFI44,IFIH1,IFIT2,IFIT3,IL15,IL15RA,IL32,IRF1,IRF7,ISG20,JAK2,KLF4,LAP3,LY96,MX1,NNMT,PARP12,RAB27A,RIPK2,RSAD2,RTP4,SAMHD1,SLC2A3,STAT1,STEAP4,TAP1,TLR2,UBE2L6,USP18,ZC3HAV1"
TNFSF18,4.251135716282812e-13,26,"CCL2,CCL5,CCL8,CD40,CEACAM1,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-E,IDO1,IFI35,IFI44,IFIH1,IFIT3,IL12RB2,IL15,IL15RA,IL22RA1,IRF7,OASL,PDCD1LG2,STAT1,TLR2,TLR3,TNFRSF14"
IFNW1,5.171509846187409e-13,20,"BST2,CCL2,CCL5,CXCL10,GBP1,IFI35,IFIH1,IFIT3,IL12RB2,IL15,IL22RA1,IRF7,ISG15,ISG20,MX1,PDGFRA,RSAD2,STAT1,TLR3,TRIM21"
OSM,6.041512851570355e-13,39,"ACP5,ATF3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CPM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,FAP,HLA-DRA,IDO1,IFI35,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,KLF4,MX1,NNMT,NRG1,PDGFRA,SLC2A14,SLC2A3,STAT1,STAT2,TLR2,TLR3"
IL9,1.0778311704925524e-12,36,"ACE2,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-A,HLA-C,HLA-DRB1,HLA-E,HLA-G,IDO1,IFIH1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,JAK2,LY96,MX1,PDCD1LG2,PDGFRA,STAT1,STAT2,TLR2,TLR3,TNFRSF14"
MIF,3.718093482143578e-12,46,"ACE2,CARHSP1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFB,CFH,CIITA,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,FAP,GSDMD,HLA-A,HLA-C,HLA-DRB1,HLA-E,HLA-G,IDO1,IFI30,IL15,IL32,IRF1,JAK2,KLF4,LAP3,LGMN,LY96,MX1,PDCD1LG2,PDGFRA,PML,PSMB8,RAB27A,SERPING1,STAT1,TLR2,TLR3,TNFRSF14"
IL17C,1.0055908205785416e-11,24,"APOBEC3A,APOBEC3F,APOBEC3G,BBOX1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CX3CL1,CXCL10,CXCL11,CXCL9,IFIH1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,JAK2,STAT1,TLR2,TLR3"
CCL26,1.1515588410560832e-11,27,"C1S,CCL2,CCL5,CCL7,CCL8,CD40,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-DMA,HLA-DPA1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,IDO1,IL15,IL32,IRF1,JAK2,LY96,PDGFRA,STAT1,TLR2,TLR3,TNFRSF14"
IL36RN,3.2799000339543124e-11,27,"AIM2,CASP1,CBR3,CCL2,CCL5,CCL7,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,ERAP1,ERAP2,GSDMD,HLA-C,IFIH1,IL12RB2,IL15,IL22RA1,IL32,JAK2,LY96,PSMB8,RNF114,STAT1,TLR2,TLR3"
CLCF1,6.654209746141087e-11,19,"APOL1,APOL2,C1R,C1S,CCL2,CD40,CX3CL1,CXCL10,GBP2,IL12RB2,IL15,IL15RA,JAK2,NNMT,PDCD1LG2,PSMB8,SERPING1,STAT1,STEAP4"
IL26,8.575161887570647e-11,24,"CASP1,CCL2,CCL5,CD40,CXCL10,CXCL11,CXCL9,HLA-C,HLA-G,IDO1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,JAK2,MX1,STAT1,STAT2,TLR2,TLR3,TNFRSF14"
EBI3,1.4415339125404202e-10,18,"BLNK,CD40,CXCL10,CXCL9,HLA-DPA1,HLA-G,IDO1,IL12RB2,IL15,IL15RA,IL32,IRF1,ISG20,JAK2,PDCD1LG2,SLC15A3,STAT1,UBD"
IL1F10,1.4763747237029235e-10,23,"ACE2,AIM2,BTN3A1,BTN3A3,CASP1,CASP4,CCL2,CCL5,CTSS,CXCL10,CXCL9,GSDMD,IFIH1,IL12RB2,IL15,IL22RA1,IL32,IRF1,JAK2,LY96,STAT1,TLR2,TLR3"
TGFB2,3.1196167073223483e-10,51,"ACP5,ATF3,C1R,C1S,CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFB,CFH,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,EDNRA,ERAP1,FAP,HLA-A,HLA-DPA1,HLA-DRB5,HLA-E,HLA-G,IDO1,IL12RB2,IL15,IL32,IRF1,IRF7,ITPKC,JAK2,KLF4,MX1,NNMT,NRG1,PDCD1LG2,PDGFRA,PLOD2,RIPK2,SBNO2,SLC2A3,STAT1,STAT2,TLR2,TLR3"
IL36B,5.424536960297474e-10,21,"CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-C,IL12RB2,IL15,IL22RA1,IL32,IRF1,LY96,STAT1,TLR2,TLR3"
IL21,6.669724358024536e-10,26,"ACE2,CASP1,CASP7,CCL2,CCL5,CD40,CX3CL1,CXCL10,CXCL11,CXCL9,GSDMD,HLA-A,IDO1,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,JAK2,PDCD1LG2,PDGFRA,PML,STAT1,STAT2,TLR2,TLR3"
CCL14,1.096998786833418e-9,21,"CCL2,CCL5,CCL7,CCL8,CD40,CD74,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-DMA,HLA-DMB,HLA-DPA1,IDO1,IL12RB2,IL15,IL32,PDCD1LG2,TLR2,TNFRSF14"
CCL25,1.7137200386875331e-9,23,"ACE2,CCL2,CCL5,CCL7,CCL8,CD40,CLU,CX3CL1,CXCL10,CXCL11,CXCL9,IDO1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,LY75,PDCD1LG2,SP100,STAT1,TLR2,TLR3"
IL31,2.2761977466758103e-9,21,"CCL2,CCL5,CCL7,CCL8,CD40,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GOLM1,IL15,IL15RA,IL22RA1,IL32,JAK2,MAN1A1,STAT1,STAT2,TLR2,TLR3"
AREG,4.938794120992061e-9,41,"ACE2,ATF3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,FAP,IDO1,IFI27,IFIH1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,KLF4,MX1,NRG1,PDCD1LG2,PDGFRA,RAB27A,SEC24A,SLC2A3,STAT1,STAT2,TLR2,TLR3"
CCL27,9.80006031070303e-9,22,"CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CX3CL1,CXCL10,CXCL11,CXCL9,IDO1,IFI44,IL15,IL22RA1,IL32,ISG15,MX1,OASL,RTP4,TLR2,TLR3"
LIF,1.1032714345029234e-8,37,"ACP5,ATF3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,EDNRA,ERAP1,FAP,HLA-G,IDO1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,JAK2,KLF4,NNMT,NRG1,PDCD1LG2,PDGFRA,SLC2A3,STAT1,STAT2,TLR2,TLR3"
CCL16,2.8088212719885008e-8,18,"CCL2,CCL5,CCL7,CCL8,CD40,CFHR1,CX3CL1,CXCL10,CXCL11,CXCL9,IDO1,IL12RB2,IL15,MX1,STAT1,TLR2,TLR3,TNFRSF14"
IL17B,1.6220354662643109e-7,17,"CCL2,CCL5,CCL7,CD40,CX3CL1,CXCL10,CXCL11,CXCL9,IL12RB2,IL15,IL22RA1,IL32,JAK2,STAT1,TLR2,TLR3,ZC3HAV1"
CCL15,1.9740106917099975e-7,17,"CCL2,CCL5,CCL7,CCL8,CFB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,IDO1,IL15,IL15RA,IL32,STAT1,TLR2,TLR3"
IL25,2.175009564478656e-7,17,"CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CX3CL1,CXCL10,CXCL11,CXCL9,IL15,IL22RA1,IL32,JAK2,STAT1,TLR2,TLR3"
HMGB1,2.508061510463421e-7,52,"ACE2,ACP5,AIM2,ATF3,BBOX1,C1S,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CIITA,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GABARAPL1,GOLM1,GSDMB,GSDMD,HLA-A,HLA-DRB1,HLA-E,HLA-G,IDO1,IFIH1,IL15,IRF1,IRF7,JAK2,KLF4,LY75,LY96,MX1,PDCD1LG2,PDGFRA,RAB27A,RIPK2,SERPING1,SP100,STAT1,STAT2,TLR2,TLR3"
EPO,4.25084898227448e-7,39,"ACE2,ACP5,BLNK,BPGM,CASP1,CCDC68,CCL2,CCL5,CD40,CFH,CLU,CTSS,CX3CL1,CXCL10,CXCL9,EDNRA,ERAP1,ERAP2,HLA-G,IDO1,IL12RB2,IL15,IL22RA1,IRF1,ISG15,JAK2,KLF4,LMO2,MAN1A1,MX1,NRG1,PDGFRA,SERPING1,SLC25A28,SLC2A3,STAT1,STAT2,TLR2,TLR3"
IL36A,9.440953073834145e-7,19,"AIM2,CASP1,CASP4,CCL2,CCL5,CCL7,CCL8,CD40,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,IL15,IL22RA1,IL32,STAT1,TLR2,TLR3"
TNFRSF11B,1.1814546334978706e-6,26,"ACP5,ATF3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CLU,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-DRA,IFI30,IFI35,IL15,IL22RA1,MXRA5,PDGFRA,PLOD2,RIPK2,SH3BP2,STAT1"
TGFB3,1.83825559095222e-6,38,"ACP5,ATF3,C1S,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,EDNRA,FAP,HLA-G,IDO1,IL12RB2,IL15,IL15RA,IRF1,IRF7,JAK2,KLF4,MX1,NRG1,PDCD1LG2,PDGFRA,PLOD2,PLXDC1,RIPK2,STAT1,TLR2,TLR3,XAF1"
IL17D,2.5813126984599667e-6,15,"CCL2,CCL5,CCL7,CX3CL1,CXCL10,CXCL11,CXCL9,IL12RB2,IL15,IL22RA1,IL32,JAK2,PDGFRA,STAT1,TLR2"
INHBA,2.6072871590867016e-6,31,"ATF3,CASP4,CCL2,CCL5,CCL7,CCL8,CLU,CREM,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,FAP,HSD11B1,IFI44,IL12RB2,IL15,IL15RA,IL32,JAK2,KLF4,MXRA5,NNMT,NRG1,PDGFRA,RARRES1,RIPK2,SCNN1A,STAT1,TLR2"
PF4V1,6.708626152452727e-6,19,"ACE2,C1S,CCL2,CCL5,CCL7,CCL8,CD40,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,IL15,JAK2,SERPING1,TLR2,TLR3,TRIM21"
ADIPOQ,1.6163060787761378e-5,40,"ACE2,ACP5,ACSL5,APOL1,ATF3,C1S,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFB,CFH,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,DENND1A,EDNRA,FAP,HLA-DRB1,HSD11B1,IDO1,IL15,JAK2,KLF4,LY96,PDGFRA,PLOD2,SERPING1,SLC2A3,SSPN,STAT1,TLR2,TLR3"
IL12A,1.6653055577422996e-5,12,"CCL2,CCL5,CD40,CXCL10,CXCL9,IL12RB2,IL22RA1,IRF1,JAK2,PDGFRA,STAT1,TLR2"
GDF15,2.5056571548036735e-5,33,"ACE2,ACP5,ATF3,CASP1,CCL2,CCL5,CCL7,CD40,CD74,CEACAM1,CFB,CLU,CTSS,CX3CL1,CXCL10,CXCL9,CYP1B1,FAP,IDO1,IFI27,IL15,IL32,JAK2,KLF4,NRG1,PDGFRA,PLOD2,RIPK2,SBNO2,STAT1,TLR2,TNFRSF14,XAF1"
THPO,2.7082793459146835e-5,22,"ACE2,ACP5,CCL2,CCL5,CCL7,CCL8,CD40,CX3CL1,CXCL10,CXCL9,HLA-A,IL12RB2,IL15,IL22RA1,JAK2,KLF4,LMO2,MX1,PDGFRA,STAT1,STAT2,TLR2"
EDN1,3.021747299331494e-5,41,"ACE2,ACP5,APOBEC3A,APOL1,ATF3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CFB,CFH,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,EDNRA,FAP,GABBR1,HLA-DPA1,IDO1,IFIH1,IL15,IRF1,IRF7,JAK2,KLF4,NRG1,PDGFRA,PLOD2,SCNN1A,SERPING1,SLC2A3,STAT1,STAT2,TLR2,TLR3"
FGF2,4.187146293652527e-5,53,"ACE2,ACP5,ATF3,C1R,C1S,CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFH,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,EDNRA,FAP,GABBR1,HLA-A,HLA-E,HLA-G,IDO1,IFIH1,IFITM1,IL15,IL32,IRF1,IRF7,ISG15,JAK2,KLF4,LMO2,LY96,MX1,NRG1,OAS1,PDCD1LG2,PDGFRA,PLOD2,RAB27A,SERPING1,SLC2A3,STAT1,STAT2,TLR2,TLR3"
CNTF,9.67415824957682e-5,21,"ATF3,CASP1,CASP7,CCL2,CCL5,CD40,CFH,CLU,CX3CL1,CXCL10,CXCL9,IL12RB2,IL15,IL22RA1,JAK2,KLF4,NRG1,PDGFRA,STAT1,STAT2,TLR2"
GRN,1.191853726426169e-4,29,"ACP5,CASP1,CCL2,CCL5,CD74,CLU,CTSS,CX3CL1,CXCL10,DPYD,GLDC,HLA-A,HLA-E,IFI30,IFI35,IFITM1,ISG15,JAK2,KLF4,LAP3,LGMN,OAS1,PML,PSMB10,SERPING1,SLC12A7,SLC15A3,STAT1,VSNL1"
WNT5A,2.5611069512663717e-4,38,"ACP5,ATF3,CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,EDNRA,FAP,HSD17B2,IDO1,IL15,IL32,JAK2,KLF4,MXRA5,NRG1,PDCD1LG2,PDGFRA,PLOD2,RAB27A,RIPK2,SLC2A3,STAT1,TLR2,TLR3,TNS1,TRIM21"
