Id	Label	Class	FDR_log
ZYX	ZYX	target	1
IFNL2	IFNL2	target	1
ACP2	ACP2	target	1
CASP8AP2	CASP8AP2	target	1
CCR8	CCR8	target	1
CDKN2D	CDKN2D	target	1
CR1	CR1	target	1
CR1L	CR1L	target	1
GNGT2	GNGT2	target	1
GZMA	GZMA	target	1
IL2RG	IL2RG	target	1
LGMN	LGMN	target	1
NFKBID	NFKBID	target	1
PAK1	PAK1	target	1
PTPN2	PTPN2	target	1
RGS16	RGS16	target	1
VAV1	VAV1	target	1
ADAMDEC1	ADAMDEC1	target	1
ADAMTS4	ADAMTS4	target	1
ADGRE3	ADGRE3	target	1
BLVRA	BLVRA	target	1
BMAL2	BMAL2	target	1
CCL3L3	CCL3L3	target	1
CD247	CD247	target	1
CD37	CD37	target	1
CD3E	CD3E	target	1
CD48	CD48	target	1
CD52	CD52	target	1
CHI3L1	CHI3L1	target	1
CHST2	CHST2	target	1
CLEC4A	CLEC4A	target	1
DMXL2	DMXL2	target	1
DUSP10	DUSP10	target	1
EVL	EVL	target	1
FCRL3	FCRL3	target	1
FGD2	FGD2	target	1
HLA-DRB5	HLA-DRB5	target	1
KCNJ15	KCNJ15	target	1
KRT16	KRT16	target	1
MAP3K7CL	MAP3K7CL	target	1
MATK	MATK	target	1
PFKP	PFKP	target	1
PLA2G2D	PLA2G2D	target	1
PLXNC1	PLXNC1	target	1
RAB33A	RAB33A	target	1
RFTN1	RFTN1	target	1
SERPINB3	SERPINB3	target	1
SERPINB4	SERPINB4	target	1
SLA	SLA	target	1
SLC26A4	SLC26A4	target	1
SLC43A3	SLC43A3	target	1
SLC7A7	SLC7A7	target	1
ST8SIA4	ST8SIA4	target	1
SYNGR2	SYNGR2	target	1
TFEC	TFEC	target	1
TMC6	TMC6	target	1
ARHGDIB	ARHGDIB	target	1
CAMK2D	CAMK2D	target	1
CBLB	CBLB	target	1
CD226	CD226	target	1
CD244	CD244	target	1
CD53	CD53	target	1
CD8B	CD8B	target	1
CD96	CD96	target	1
CTSW	CTSW	target	1
CYP27B1	CYP27B1	target	1
FCRL6	FCRL6	target	1
FYB1	FYB1	target	1
GABPB1	GABPB1	target	1
GALM	GALM	target	1
GAPDH	GAPDH	target	1
GCNT1	GCNT1	target	1
GZMK	GZMK	target	1
H2AC18	H2AC18	target	1
HAT1	HAT1	target	1
HCST	HCST	target	1
HLX	HLX	target	1
HNRNPF	HNRNPF	target	1
HSPE1	HSPE1	target	1
ICAM2	ICAM2	target	1
IL22	IL22	target	1
KIR2DL3	KIR2DL3	target	1
KIR3DL1	KIR3DL1	target	1
KLRB1	KLRB1	target	1
KLRD1	KLRD1	target	1
LAPTM5	LAPTM5	target	1
LAT	LAT	target	1
LCK	LCK	target	1
LSP1	LSP1	target	1
MICB	MICB	target	1
NAGA	NAGA	target	1
NCR1	NCR1	target	1
NKG7	NKG7	target	1
NME1	NME1	target	1
PDIA3	PDIA3	target	1
PDIA4	PDIA4	target	1
PFN1	PFN1	target	1
PGD	PGD	target	1
PNP	PNP	target	1
PTP4A2	PTP4A2	target	1
RAB8A	RAB8A	target	1
RAET1L	RAET1L	target	1
S100A11	S100A11	target	1
SH2D1B	SH2D1B	target	1
SLC16A1	SLC16A1	target	1
SRGN	SRGN	target	1
SYNPO	SYNPO	target	1
TCF7	TCF7	target	1
TIGAR	TIGAR	target	1
TRAV12-3	TRAV12-3	target	1
TRBV30	TRBV30	target	1
ULBP2	ULBP2	target	1
LY75-CD302	LY75-CD302	target	1
TNFRSF8	TNFRSF8	target	1
UTS2	UTS2	target	1
XCL2	XCL2	target	1
GIMAP4	GIMAP4	target	1
GNA15	GNA15	target	1
GZMM	GZMM	target	1
IL22RA2	IL22RA2	target	1
LAIR2	LAIR2	target	1
SERPINB1	SERPINB1	target	1
ADAMTS1	ADAMTS1	target	1
IL20	IL20	target	1
MUC13	MUC13	target	1
OLFM4	OLFM4	target	1
ORM1	ORM1	target	1
PDZK1IP1	PDZK1IP1	target	1
PI3	PI3	target	1
PPP1R16B	PPP1R16B	target	1
RILPL2	RILPL2	target	1
S100A12	S100A12	target	1
S100A7A	S100A7A	target	1
SAA1	SAA1	target	1
SERPINA3	SERPINA3	target	1
SFTPA1	SFTPA1	target	1
SPRR2A	SPRR2A	target	1
SPRR2B	SPRR2B	target	1
SSTR2	SSTR2	target	1
ACHE	ACHE	target	1
ACKR2	ACKR2	target	1
AKIP1	AKIP1	target	1
AKT3	AKT3	target	1
C1QTNF1	C1QTNF1	target	1
CEMIP2	CEMIP2	target	1
CNR2	CNR2	target	1
CRISPLD2	CRISPLD2	target	1
CRP	CRP	target	1
CSRNP1	CSRNP1	target	1
CXCR1	CXCR1	target	1
EGLN2	EGLN2	target	1
EHD1	EHD1	target	1
ENG	ENG	target	1
EPSTI1	EPSTI1	target	1
FUT7	FUT7	target	1
GGT1	GGT1	target	1
HPRT1	HPRT1	target	1
IKZF3	IKZF3	target	1
IL26	IL26	target	1
LRG1	LRG1	target	1
MAPK11	MAPK11	target	1
MAPKAPK2	MAPKAPK2	target	1
MCTP1	MCTP1	target	1
NLRP7	NLRP7	target	1
NUP210	NUP210	target	1
OXTR	OXTR	target	1
PDPN	PDPN	target	1
PI15	PI15	target	1
PIK3CD	PIK3CD	target	1
PLA2G3	PLA2G3	target	1
RAN	RAN	target	1
RASA2	RASA2	target	1
SAA4	SAA4	target	1
SAT1	SAT1	target	1
SERPINF2	SERPINF2	target	1
SLC25A25	SLC25A25	target	1
SLC2A6	SLC2A6	target	1
SLC4A10	SLC4A10	target	1
SUCNR1	SUCNR1	target	1
TCIM	TCIM	target	1
TICAM2	TICAM2	target	1
TLNRD1	TLNRD1	target	1
TMEM132A	TMEM132A	target	1
TMEM176B	TMEM176B	target	1
UAP1	UAP1	target	1
VASP	VASP	target	1
XDH	XDH	target	1
ACSL6	ACSL6	target	1
ARHGAP25	ARHGAP25	target	1
ARHGEF2	ARHGEF2	target	1
ARHGEF3	ARHGEF3	target	1
CARD9	CARD9	target	1
CTPS1	CTPS1	target	1
CXCR5	CXCR5	target	1
CYTH4	CYTH4	target	1
DDX21	DDX21	target	1
DENND2D	DENND2D	target	1
FCMR	FCMR	target	1
HEATR9	HEATR9	target	1
HHEX	HHEX	target	1
HVCN1	HVCN1	target	1
IL27RA	IL27RA	target	1
IRAG2	IRAG2	target	1
ITK	ITK	target	1
KIR2DL1	KIR2DL1	target	1
KIR2DL2	KIR2DL2	target	1
KIR2DL4	KIR2DL4	target	1
KLRF1	KLRF1	target	1
NETO2	NETO2	target	1
NOP2	NOP2	target	1
PHLDA2	PHLDA2	target	1
PLAC8	PLAC8	target	1
POLR3K	POLR3K	target	1
PTGIR	PTGIR	target	1
RCN1	RCN1	target	1
RNF157	RNF157	target	1
SIPA1	SIPA1	target	1
SIRPG	SIRPG	target	1
SRM	SRM	target	1
STIP1	STIP1	target	1
STK17A	STK17A	target	1
STK17B	STK17B	target	1
TIGIT	TIGIT	target	1
TNFAIP8	TNFAIP8	target	1
TRDV1	TRDV1	target	1
IGHG2	IGHG2	target	1
ADAR	ADAR	target	1
APOBEC3F	APOBEC3F	target	1
CKLF	CKLF	target	1
NRP2	NRP2	target	1
TNFSF18	TNFSF18	target	1
ARHGEF1	ARHGEF1	target	1
CALR	CALR	target	1
CCT5	CCT5	target	1
EMP3	EMP3	target	1
GP5	GP5	target	1
JCHAIN	JCHAIN	target	1
MAN2B1	MAN2B1	target	1
PSMB3	PSMB3	target	1
PSMC4	PSMC4	target	1
PTPN22	PTPN22	target	1
TARS1	TARS1	target	1
DCSTAMP	DCSTAMP	target	1
ARHGAP30	ARHGAP30	target	1
ARHGAP9	ARHGAP9	target	1
ATP10A	ATP10A	target	1
ATP5F1E	ATP5F1E	target	1
ATP8B4	ATP8B4	target	1
DOCK2	DOCK2	target	1
ELMO1	ELMO1	target	1
FAR1	FAR1	target	1
FGR	FGR	target	1
GPR65	GPR65	target	1
ITIH1	ITIH1	target	1
MCEMP1	MCEMP1	target	1
MILR1	MILR1	target	1
NABP1	NABP1	target	1
PIK3R5	PIK3R5	target	1
PILRA	PILRA	target	1
POU2F2	POU2F2	target	1
RAPGEF1	RAPGEF1	target	1
RASGRP1	RASGRP1	target	1
RASSF4	RASSF4	target	1
RGS10	RGS10	target	1
ST3GAL5	ST3GAL5	target	1
TIFAB	TIFAB	target	1
TRPV2	TRPV2	target	1
TUBB6	TUBB6	target	1
VASH1	VASH1	target	1
VMP1	VMP1	target	1
ACSL4	ACSL4	target	1
ACTG1	ACTG1	target	1
ADAP1	ADAP1	target	1
ALAS1	ALAS1	target	1
ARID5A	ARID5A	target	1
BANF1	BANF1	target	1
CD200	CD200	target	1
CD6	CD6	target	1
CD79B	CD79B	target	1
CKAP4	CKAP4	target	1
CLEC4G	CLEC4G	target	1
CRLF2	CRLF2	target	1
CYTH1	CYTH1	target	1
DENND4A	DENND4A	target	1
DOCK10	DOCK10	target	1
EFHD2	EFHD2	target	1
EIF4A1	EIF4A1	target	1
EPOP	EPOP	target	1
FCAR	FCAR	target	1
FLI1	FLI1	target	1
GPR18	GPR18	target	1
GPR84	GPR84	target	1
HMSD	HMSD	target	1
INPP1	INPP1	target	1
KCNAB2	KCNAB2	target	1
LACTB	LACTB	target	1
LGALS2	LGALS2	target	1
LIPG	LIPG	target	1
MOV10	MOV10	target	1
MS4A1	MS4A1	target	1
PREX1	PREX1	target	1
PRSS22	PRSS22	target	1
PSMD13	PSMD13	target	1
PSTPIP1	PSTPIP1	target	1
PTPRCAP	PTPRCAP	target	1
RASGRP3	RASGRP3	target	1
RIPK3	RIPK3	target	1
RNF19B	RNF19B	target	1
RNF213	RNF213	target	1
RRBP1	RRBP1	target	1
SAMD4A	SAMD4A	target	1
SCO2	SCO2	target	1
SDF2L1	SDF2L1	target	1
SEC24A	SEC24A	target	1
SGTB	SGTB	target	1
SNX20	SNX20	target	1
SNX8	SNX8	target	1
SYNGR3	SYNGR3	target	1
SYT11	SYT11	target	1
TMED5	TMED5	target	1
TNIK	TNIK	target	1
TNIP2	TNIP2	target	1
UPK3A	UPK3A	target	1
VPS13C	VPS13C	target	1
WFDC2	WFDC2	target	1
CRELD2	CRELD2	target	1
EAF2	EAF2	target	1
ERO1A	ERO1A	target	1
ITGB6	ITGB6	target	1
LMNB1	LMNB1	target	1
MYADM	MYADM	target	1
PSMB4	PSMB4	target	1
RASGRP2	RASGRP2	target	1
RPN1	RPN1	target	1
SLC39A8	SLC39A8	target	1
SRI	SRI	target	1
ZBTB32	ZBTB32	target	1
ARL4C	ARL4C	target	1
DPP3	DPP3	target	1
GALE	GALE	target	1
ICAM3	ICAM3	target	1
LY86	LY86	target	1
LYZ	LYZ	target	1
RNASE6	RNASE6	target	1
SNX10	SNX10	target	1
SRA1	SRA1	target	1
SRC	SRC	target	1
TLR10	TLR10	target	1
BTLA	BTLA	target	1
DNTT	DNTT	target	1
E2F3	E2F3	target	1
CLEC1B	CLEC1B	target	1
CLIC1	CLIC1	target	1
KPNA2	KPNA2	target	1
N4BP2L1	N4BP2L1	target	1
PARVB	PARVB	target	1
PLCL2	PLCL2	target	1
SLC4A1	SLC4A1	target	1
SNRPG	SNRPG	target	1
TMSB4X	TMSB4X	target	1
WDR1	WDR1	target	1
ABCD1	ABCD1	target	1
ABCF1	ABCF1	target	1
ARHGAP22	ARHGAP22	target	1
ASGR2	ASGR2	target	1
ATP13A3	ATP13A3	target	1
BFAR	BFAR	target	1
C4BPA	C4BPA	target	1
CAP1	CAP1	target	1
CAPNS1	CAPNS1	target	1
CBR3	CBR3	target	1
CFL1	CFL1	target	1
CNN2	CNN2	target	1
COL4A2	COL4A2	target	1
COTL1	COTL1	target	1
CYP21A2	CYP21A2	target	1
DNAJA1	DNAJA1	target	1
DOCK4	DOCK4	target	1
EIF4A3	EIF4A3	target	1
ELF4	ELF4	target	1
EMILIN1	EMILIN1	target	1
FNBP1	FNBP1	target	1
FXYD5	FXYD5	target	1
FZD5	FZD5	target	1
GFPT2	GFPT2	target	1
GTPBP1	GTPBP1	target	1
GYG1	GYG1	target	1
HABP2	HABP2	target	1
HAPLN3	HAPLN3	target	1
HAS3	HAS3	target	1
HKDC1	HKDC1	target	1
HRH2	HRH2	target	1
LASP1	LASP1	target	1
LIPF	LIPF	target	1
LITAF	LITAF	target	1
LSM2	LSM2	target	1
LSM6	LSM6	target	1
ME2	ME2	target	1
MGAT4A	MGAT4A	target	1
MYBL1	MYBL1	target	1
NUP62	NUP62	target	1
PARK7	PARK7	target	1
PARP1	PARP1	target	1
PARP3	PARP3	target	1
PCBP3	PCBP3	target	1
PDE4D	PDE4D	target	1
PDE7A	PDE7A	target	1
PITPNM1	PITPNM1	target	1
PLA1A	PLA1A	target	1
PNOC	PNOC	target	1
PNPT1	PNPT1	target	1
PPP1R3C	PPP1R3C	target	1
PROCR	PROCR	target	1
PSMC1	PSMC1	target	1
RAB31	RAB31	target	1
RAB5IF	RAB5IF	target	1
RALB	RALB	target	1
RFLNB	RFLNB	target	1
RHOU	RHOU	target	1
RND1	RND1	target	1
RSPO3	RSPO3	target	1
RSU1	RSU1	target	1
RTN1	RTN1	target	1
RXFP1	RXFP1	target	1
S1PR4	S1PR4	target	1
SEC61B	SEC61B	target	1
SERTAD1	SERTAD1	target	1
SLC12A7	SLC12A7	target	1
SLC5A5	SLC5A5	target	1
SPPL2A	SPPL2A	target	1
SRFBP1	SRFBP1	target	1
TAGLN2	TAGLN2	target	1
TBC1D1	TBC1D1	target	1
TCN2	TCN2	target	1
SH2B3	SH2B3	target	1
ADGRD1	ADGRD1	target	1
ADRB3	ADRB3	target	1
AKR1B10	AKR1B10	target	1
APBB1IP	APBB1IP	target	1
APOBEC3B	APOBEC3B	target	1
ASCL2	ASCL2	target	1
B4GALT1	B4GALT1	target	1
BCL10	BCL10	target	1
C2CD4A	C2CD4A	target	1
CDC42EP2	CDC42EP2	target	1
CDH3	CDH3	target	1
COL15A1	COL15A1	target	1
CREB3L3	CREB3L3	target	1
DOCK8	DOCK8	target	1
DPYS	DPYS	target	1
ETV6	ETV6	target	1
EXOC3L4	EXOC3L4	target	1
FOXF1	FOXF1	target	1
FUT4	FUT4	target	1
GPR88	GPR88	target	1
HAPLN1	HAPLN1	target	1
HIVEP3	HIVEP3	target	1
HK3	HK3	target	1
IGFL1	IGFL1	target	1
IL17C	IL17C	target	1
KCNJ10	KCNJ10	target	1
KCNJ2	KCNJ2	target	1
KRT6B	KRT6B	target	1
L3MBTL3	L3MBTL3	target	1
MAP3K14	MAP3K14	target	1
MCF2	MCF2	target	1
MOB3C	MOB3C	target	1
MSC	MSC	target	1
MVP	MVP	target	1
NRROS	NRROS	target	1
P2RX2	P2RX2	target	1
P2RX5	P2RX5	target	1
PAK2	PAK2	target	1
PDE6G	PDE6G	target	1
RAB32	RAB32	target	1
RASGRF1	RASGRF1	target	1
RASSF5	RASSF5	target	1
RFLNA	RFLNA	target	1
RHBDF2	RHBDF2	target	1
RNASE2	RNASE2	target	1
SLAMF8	SLAMF8	target	1
SLC43A2	SLC43A2	target	1
TIMD4	TIMD4	target	1
TNFRSF6B	TNFRSF6B	target	1
TRIM15	TRIM15	target	1
TRIM56	TRIM56	target	1
TXN	TXN	target	1
VSIR	VSIR	target	1
ZNF267	ZNF267	target	1
DPYD	DPYD	target	1
DRD3	DRD3	target	1
PAG1	PAG1	target	1
RGL1	RGL1	target	1
SLC9B2	SLC9B2	target	1
SPIB	SPIB	target	1
ADGRG3	ADGRG3	target	1
BCAR1	BCAR1	target	1
GPR55	GPR55	target	1
SH2B2	SH2B2	target	1
BTK	BTK	target	1
PPA1	PPA1	target	1
STARD8	STARD8	target	1
